banos,ciudad,comunidad,habitaciones,link,particular,precio,referencia,superficie,web
2,Torrejón de Ardoz,Madrid,2,https://www.pisos.com/comprar/piso-zona_noroeste-9081332629_109700/,Profesional,161.655 , PX75930-13758600,79,Pisos
3,San Martín de la Vega,Madrid,4,https://www.pisos.com/comprar/casa_adosada-san_martin_de_la_vega_centro_urbano-945856909587649_109700/,Profesional,230.000 , 4514477-13441903,215,Pisos
1,Distrito Arganzuela. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-palos_de_moguer28045-90042374867_101800/,Profesional,300.000 , IF7411-200_18,87,Pisos
2,Coslada,Madrid,3,https://www.pisos.com/comprar/piso-valleaguado_la_canada28822-92599644473_101800/,Profesional,230.000 , IF6617-621,103,Pisos
1,Distrito Fuencarral-El Pardo. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_el_pardo28048-92504459300_100500/,Profesional,195.000 , SA29-ELPARDO,72,Pisos
1,Algete,Madrid,3,https://www.pisos.com/comprar/duplex-algete_centro_urbano-93383018003_100100/,Profesional,172.000 , PX75807-84806533-84806533,140,Pisos
1,Distrito Chamartín. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28043-91720857028_514138/,Profesional,250.000 , 4514138-FAUSTINA14,76,Pisos
1,Torrejón de Ardoz,Madrid,3,https://www.pisos.com/comprar/piso-zona_noreste-91712016520_994728/,Profesional,150.000 , 4994728-CENTRO C/LOS CURAS,103,Pisos
3,Distrito Moncloa-Aravaca. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-moncloa_aravaca_arguelles28008-92526305394_108500/,Profesional,795.000 , AG34-AH113,270,Pisos
2,Distrito Tetuán. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-bellas_vistas28003-93390326034_512968/,Profesional,454.500 , 4512968-000001,70,Pisos
3,Distrito Hortaleza. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/piso-pinar_del_rey28033-93333921343_102100/,Profesional,850.000 , GM26-135701,275,Pisos
2,Distrito Vicálvaro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-el_canaveral-7979065418_109700/,Profesional,283.190 , 4995134-11946765,116,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-sol_barrio28012-90880434643_996615/,Profesional,440.000 , 4996615-DUQUE DE RIVAS 8-3,84,Pisos
3,Distrito Ciudad Lineal. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-costillares-92528177983_101000/,Profesional,690.000 , AF51-1803/25,166,Pisos
1,Distrito Salamanca. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/apartamento-lista_barrio28001-91743853505_997886/,Profesional,560.000 , 4997886-002083,80,Pisos
2,Arganda del Rey,Madrid,3,https://www.pisos.com/comprar/atico-la_perlita_colonia_de_los_almendros-91741921658_100500/,Profesional,248.000 , SA755-260219-2/2874,157,Pisos
3,Meco,Madrid,3,https://www.pisos.com/comprar/chalet_pareado-meco_centro_urbano-89228637625_516320/,Particular,256.000 , 4516320-VCHME10,180,Pisos
2,Alcorcón,Madrid,4,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28924-93369094151_100200/,Profesional,235.000 , TC57-265935,109,Pisos
4,Valdeolmos-Alalpardo,Madrid,4,https://www.pisos.com/comprar/casa_pareada-alalpardo-91748203777_514324/,Profesional,290.000 , 4514324-13011708,240,Pisos
2,Torrejón de Ardoz,Madrid,2,https://www.pisos.com/comprar/piso-zona_noreste-8954322147_109700/,Profesional,238.700 , 4992497-13520279,89,Pisos
2,Distrito Centro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-92511054552_513738/,Profesional,650.000 , 4513738-13505512,139,Pisos
2,Getafe,Madrid,3,https://www.pisos.com/comprar/piso-getafe_juan_de_la_cierva28903-92599895206_100200/,Profesional,215.750 , TC537-313840,75,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-sol_barrio28012-90891565503_996615/,Profesional,440.000 , 4996615-DUQUE DE RIVAS 8-2,72,Pisos
2,Rivas-Vaciamadrid,Madrid,3,https://www.pisos.com/comprar/piso-rivas_vaciamadrid_centro28521-9256714546_109700/,Profesional,295.000 , 4994805-14127587,183,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-90845127468_100500/,Profesional,156.900 , SA503-A172/689,56,Pisos
2,Distrito Centro. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-universidad_malasana28015-92521148271_510131/,Profesional,698.000 , 4510131-12761704,174,Pisos
2,Arganda del Rey,Madrid,4,https://www.pisos.com/comprar/casa_adosada-arganda_del_rey_la_poveda-91750483777_100500/,Profesional,215.000 , SA755-020219-1/2874,142,Pisos
2,Distrito Latina. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-latina_carmenes28047-90063177506_511985/,Profesional,289.000 , 4511985-RP121201849062,82,Pisos
3,Miraflores de La Sierra,Madrid,4,https://www.pisos.com/comprar/chalet-miraflores_de_la_sierra_centro_urbano-8739044106_109700/,Profesional,240.000 , 4517258-13335567,174,Pisos
3,Villaviciosa de Odón,Madrid,4,https://www.pisos.com/comprar/casa_pareada-villaviciosa_de_odon_centro-92573183530_998014/,Profesional,489.000 , 4998014-001450,256,Pisos
1,Distrito Hortaleza. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-hortaleza_canillas28043-92560165123_511920/,Profesional,290.000 , 4511920-J436,116,Pisos
1,Collado Villalba,Madrid,3,https://www.pisos.com/comprar/piso-carlos_ruiz-93402275568_101000/,Profesional,118.000 , AF7-1544/208,73,Pisos
3,Distrito Centro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-justicia_chueca28004-91717728862_995116/,Profesional,980.000 , 4995116-7/1143,151,Pisos
3,Alcorcón,Madrid,4,https://www.pisos.com/comprar/casa-las_retamas_prado_santo_domingo_ensanche_sur28922-92556264648_108900/,Profesional,469.000 , XA396-MAD-41035,232,Pisos
2,Rivas-Vaciamadrid,Madrid,3,https://www.pisos.com/comprar/piso-rivas_vaciamadrid_centro28521-9328712314_109700/,Profesional,241.900 , 4991481-14174591,97,Pisos
3,Venturada,Madrid,4,https://www.pisos.com/comprar/chalet-cotos_de_monterrey-945856909560080_109700/,Profesional,365.000 , 4997919-000825,192,Pisos
2,Majadahonda,Madrid,3,https://www.pisos.com/comprar/piso-golf_el_carralero-91676146925_517235/,Profesional,445.000 , 4517235-PO0140020001,130,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-sol_barrio28012-90878900008_996615/,Profesional,440.000 , 4996615-DUQUE DE RIVAS 8-4,79,Pisos
4,Boadilla del Monte,Madrid,4,https://www.pisos.com/comprar/chalet-parque_de_boadilla28660-9311908268_109700/,Profesional,595.000 , 4990354-14178001,284,Pisos
1,Estremera,Madrid,2,https://www.pisos.com/comprar/chalet-estremera_centro_urbano-945856909288337_109700/,Profesional,85.000 , 4511684-MCANTABRICO,150,Pisos
3,Torrelodones,Madrid,3,https://www.pisos.com/comprar/duplex-torrelodones_casco_antiguo-92536629036_101000/,Profesional,358.000 , AF2-514/639,157,Pisos
1,Distrito Moncloa-Aravaca. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-casa_de_campo28008-93371733014_100200/,Profesional,240.000 , TC52-317102,77,Pisos
3,Torrejón de Velasco,Madrid,5,https://www.pisos.com/comprar/casa-torrejon_de_velasco_centro_urbano-945856909490207_109700/,Profesional,269.000 , 4514477-TRJ-V33,210,Pisos
2,Collado Villalba,Madrid,2,https://www.pisos.com/comprar/piso-fontenebro_altavista-8879843938_109700/,Profesional,208.500 , 4995480-13352967,103,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-sol_barrio28012-90887271377_996615/,Profesional,440.000 , 4996615-DUQUE 8,51,Pisos
1,Móstoles,Madrid,3,https://www.pisos.com/comprar/piso-mostoles_centro-90879974972_510096/,Profesional,130.000 , 4510096-REF306,65,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-numancia28038-90903646986_100200/,Profesional,120.000 , TC242-309804,58,Pisos
2,Leganés,Madrid,4,https://www.pisos.com/comprar/piso-zarzaquemada_el_carrascal28916-90893548128_100200/,Profesional,229.900 , TC20-263453,110,Pisos
3,Boadilla del Monte,Madrid,5,https://www.pisos.com/comprar/chalet-sector_b28660-8805713737_109700/,Profesional,597.712 , 4992478-13397679,317,Pisos
4,Distrito Vicálvaro. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/chalet_adosado-el_canaveral-89266143662_513665/,Profesional,349.500 , 4513665-13093244,155,Pisos
1,Distrito Villa de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-88407636003_100100/,Particular,132.000 , PX75784-PIS0117-82619490,73,Pisos
2,Las Rozas de Madrid,Madrid,3,https://www.pisos.com/comprar/piso-el_cantizal28232-91743745512_100500/,Profesional,350.000 , SA1160-VTA-00283/5540,113,Pisos
1,Distrito Usera. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-moscardo28026-91765505062_993527/,Profesional,129.500 , 4993527-BRUGUERA,76,Pisos
1,Distrito Usera. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-usera_pradolongo28026-91677887287_513903/,Profesional,149.000 , 4513903-HX1907,66,Pisos
3,Rivas-Vaciamadrid,Madrid,3,https://www.pisos.com/comprar/atico-rivas_vaciamadrid_centro28521-8906135278_109700/,Profesional,328.000 , 4993266-13486950,136,Pisos
1,Boadilla del Monte,Madrid,4,https://www.pisos.com/comprar/casa_adosada-sector_b28660-90854484050_100200/,Profesional,460.000 , TC170-306543,250,Pisos
2,Arganda del Rey,Madrid,2,https://www.pisos.com/comprar/piso-arganda_del_rey_centro-85085471719_109700/,Profesional,194.000 , SRB1-14152_1,83,Pisos
4,San Sebastián de los Reyes,Madrid,4,https://www.pisos.com/comprar/duplex-ensanche_praderon_alamillos28703-85048655595_101800/,Profesional,425.000 , IF6617-504,167,Pisos
1,Rascafría,Madrid,3,https://www.pisos.com/comprar/chalet-rascafria_centro_urbano-945856909318630_109700/,Profesional,250.000 , 4991628-11884902,150,Pisos
2,Torrejón de Ardoz,Madrid,3,https://www.pisos.com/comprar/piso-zona_sureste-9059488892_109700/,Profesional,206.695 , SA668-13647385,93,Pisos
2,San Sebastián de los Reyes,Madrid,3,https://www.pisos.com/comprar/piso-arroyos_y_tempranales28702-89183505674_100100/,Profesional,285.000 , PX75807-83269617-83269617,110,Pisos
2,El Álamo,Madrid,4,https://www.pisos.com/comprar/casa_adosada-el_alamo_centro_urbano-92548460671_100200/,Profesional,193.000 , TC166-312637,157,Pisos
1,Estremera,Madrid,2,https://www.pisos.com/comprar/chalet_unifamiliar-estremera_centro_urbano-90006139032_511684/,Profesional,85.000 , 4511684-SAPON1,175,Pisos
1,Distrito Hortaleza. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-hortaleza_canillas28043-92591537667_511920/,Profesional,305.000 , 4511920-J440,107,Pisos
3,Arroyomolinos,Madrid,3,https://www.pisos.com/comprar/chalet-zona_europa-8998354494_109700/,Profesional,355.000 , 4992497-13520269,214,Pisos
2,Arganda del Rey,Madrid,3,https://www.pisos.com/comprar/piso-arganda_del_rey_centro-9319559210_109700/,Profesional,173.000 , SA668-14213487,87,Pisos
2,Distrito Retiro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-retiro_estrella28007-85872210143_101800/,Profesional,459.000 , IF6617-521,151,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-puerta_bonita28025-90880788114_100500/,Profesional,88.000 , SA566-03560/1696,53,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_san_isidro28019-945856909587474_109700/,Profesional,159.900 , 4510936-13439996,47,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_buenavista28047-90902600942_515034/,Profesional,129.900 , 4515034-VALVANERA,71,Pisos
2,Distrito Moncloa-Aravaca. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-ciudad_universitaria28003-945856909443333_109700/,Profesional,885.000 , 4996681-003751,160,Pisos
1,Alcorcón,Madrid,3,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-90900164726_100200/,Profesional,115.000 , TC98-264322,69,Pisos
2,Distrito San Blas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-san_blas_rosas28022-90872938140_997170/,Profesional,230.000 , 4997170-039673,94,Pisos
2,Distrito Latina. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-latina_aluche28047-91688204663_100200/,Profesional,174.000 , TC138-311854,72,Pisos
1,Alcobendas,Madrid,3,https://www.pisos.com/comprar/piso-alcobendas_centro28100-92539509362_101800/,Profesional,195.000 , IF6617-623,84,Pisos
1,Distrito Villaverde. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-90840909876_100200/,Profesional,107.260 , TC179-308872,57,Pisos
4,Distrito Moncloa-Aravaca. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/piso-moncloa_aravaca_aravaca28023-91739159543_514779/,Profesional,1.300.000 , 4514779-PRJ,350,Pisos
2,Distrito Latina. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-latina_aluche28024-8343286019_109700/,Profesional,392.000 , 4512358-12586451,136,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-san_diego28053-92526571326_101800/,Profesional,140.900 , IF7594-03/1980,74,Pisos
3,Pinto,Madrid,4,https://www.pisos.com/comprar/atico-parque_europa_el_prado-90859538702_100200/,Profesional,299.000 , TC452-263679,160,Pisos
2,Distrito Hortaleza. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-apostol_santiago-93368874907_101800/,Profesional,285.000 , IF6617-634,85,Pisos
3,Distrito Villa de Vallecas. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/casa_adosada-ensanche_de_vallecas_valdecarros28051-8859394812_109700/,Profesional,331.192 , IF7405-13357977,147,Pisos
2,Torrelodones,Madrid,3,https://www.pisos.com/comprar/apartamento-los_angeles_jarandilla-92574614471_100100/,Profesional,335.000 , PX1067-AL-01664-84801966,132,Pisos
3,Distrito El Val. Alcalá de Henares,Madrid,4,https://www.pisos.com/comprar/duplex-pryconsa_juan_de_austria28805-90851023660_512094/,Profesional,319.000 , 4512094-000157,149,Pisos
4,Guadarrama,Madrid,6,https://www.pisos.com/comprar/chalet_adosado-guadarrama_centro_urbano-90863769545_516156/,Profesional,435.000 , 4516156-000171,391,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28025-90072552444_104400/,Profesional,135.000 , SA589-01-00365/1877,77,Pisos
2,Distrito Tetuán. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-berruguete28020-92527207207_994136/,Profesional,450.000 , 4994136-6102/1071,126,Pisos
2,Distrito San Blas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-86726353618_997170/,Profesional,340.000 , 4997170-035127,122,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-pau_de_carabanchel28054-91752260464_100500/,Profesional,219.900 , SA503-A201/689,86,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-93422150190_100200/,Profesional,119.900 , TC472-316199,82,Pisos
2,Torrejón de Ardoz,Madrid,2,https://www.pisos.com/comprar/piso-zona_noreste-8811790257_109700/,Profesional,235.200 , 4992497-13378850,94,Pisos
2,Distrito Vicálvaro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-valderrivas28032-92529629475_101800/,Profesional,289.000 , IF7597-02/1546,142,Pisos
4,Las Rozas de Madrid,Madrid,5,https://www.pisos.com/comprar/chalet-europolis_montecillo_navalcarbon-90834993885_510714/,Profesional,830.000 , 4510714-90124-C,369,Pisos
2,Distrito Villa de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-8565033239_109700/,Profesional,235.101 , 4992497-12862960,89,Pisos
3,Rivas-Vaciamadrid,Madrid,4,https://www.pisos.com/comprar/casa_adosada-rivas_vaciamadrid_centro28521-8957107645_109700/,Profesional,433.000 , 4993266-13592473,266,Pisos
3,Distrito Tetuán. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/casa_unifamiliar-berruguete-945856909017168_109700/,Profesional,600.000 , 4996620-002018,261,Pisos
2,Hoyo de Manzanares,Madrid,3,https://www.pisos.com/comprar/piso-hoyo_de_manzanares_centro_urbano-92576682900_101000/,Profesional,177.000 , AF34-1661/88,107,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-92547448373_100500/,Profesional,131.000 , SA566-03589/1696,52,Pisos
1,Collado Villalba,Madrid,2,https://www.pisos.com/comprar/piso-villalba_estacion-92550595695_515141/,Profesional,108.900 , 4515141-IGS4,55,Pisos
1,Distrito Barajas. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-corralejos28042-93338162359_100500/,Profesional,250.000 , SA589-01-00444/1877,55,Pisos
1,Getafe,Madrid,3,https://www.pisos.com/comprar/piso-getafe_juan_de_la_cierva28903-91725154204_100200/,Profesional,97.500 , TC537-312732,55,Pisos
1,Distrito Moncloa-Aravaca. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-moncloa_aravaca_aravaca28023-88360466316_100100/,Profesional,153.000 , PX75845-3516-00063-82790184,58,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-opanel28025-92514427452_993202/,Profesional,160.890 , 4993202-13278212,77,Pisos
1,Distrito Latina. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-las_aguilas28044-91671623328_100200/,Profesional,127.000 , TC153-310455,74,Pisos
1,Getafe,Madrid,3,https://www.pisos.com/comprar/piso-la_alhondiga-945856909473587_109700/,Profesional,129.800 , 4514429-12424945,85,Pisos
1,Getafe,Madrid,2,https://www.pisos.com/comprar/piso-las_margaritas_universidad-945856909580725_109700/,Profesional,131.000 , 4514476-13390451,54,Pisos
4,Colmenar Viejo,Madrid,5,https://www.pisos.com/comprar/casa_pareada-colmenar_viejo_santa_teresa-88431916931_101800/,Particular,515.000 , IF6745-347,430,Pisos
1,Distrito Arganzuela. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-legazpi_barrio28045-92584241852_100500/,Profesional,450.000 , SA1401-84176695,87,Pisos
banos,ciudad,comunidad,habitaciones,link,particular,precio,referencia,superficie,web
3,Cardedeu,Barcelona,5,https://www.pisos.com/comprar/casa-cardedeu_centro_urbano-90857010407_994479/,Profesional,440.000 , 4994479-735-CASA ELS DOMINICS,286,Pisos
1,Mataró,Barcelona,2,https://www.pisos.com/comprar/piso-pla_en_boet08302-92587391573_100200/,Profesional,130.000 , TC215-316153,52,Pisos
2,El Prat de Llobregat,Barcelona,3,https://www.pisos.com/comprar/atico-sagnier_placa_de_catalunya-93373213697_108900/,Profesional,355.000 , XA250-DUPLEX PRAT 175,97,Pisos
2,Distrito Horta-Guinardó. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/duplex-montbau08035-88410859667_101800/,Particular,359.000 , IF7391-ABC172,93,Pisos
1,Granollers,Barcelona,3,https://www.pisos.com/comprar/piso-sant_miquel_tres_torres08402-93389534566_108900/,Profesional,98.000 , XA54-RVIII-JULIA,65,Pisos
3,L'Ametlla del Vallès,Barcelona,4,https://www.pisos.com/comprar/casa_adosada-ametlla_del_valles_centro_urbano-945856909581450_109700/,Profesional,385.000 , 4990313-AM0391,208,Pisos
2,Viladecans,Barcelona,3,https://www.pisos.com/comprar/piso-eixample_centre_barri_antic-945856909580113_109700/,Particular,175.000 , 4994225-VI 126,80,Pisos
2,Sabadell,Barcelona,2,https://www.pisos.com/comprar/piso-sabadell_centre08203-7842516344_109700/,Profesional,215.000 , 4511113-13960776,94,Pisos
3,Bigues i Riells,Barcelona,4,https://www.pisos.com/comprar/casa_unifamiliar-bigues-945856909152286_109700/,Profesional,840.000 , 4514570-BGES048,600,Pisos
2,Distrito Sarrià-Sant Gervasi. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/atico-sant_gervasi_la_bonanova08022-93383044254_994479/,Profesional,680.000 , 4994479-741-MANDRI ATICO,107,Pisos
2,Argentona,Barcelona,3,https://www.pisos.com/comprar/duplex-argentona_centro_urbano-92568190487_518622/,Profesional,290.000 , 4518622-V7057,136,Pisos
1,Rubí,Barcelona,3,https://www.pisos.com/comprar/piso-can_fatjo_can_ximelis_can_serrafossa-92563199333_101300/,Profesional,248.000 , API113-AG4111_001930-82,119,Pisos
1,Distrito Ciutat Vella. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-945856909437598_109700/,Profesional,289.000 , 4515546-BCN002,61,Pisos
2,Sant Feliu de Codines,Barcelona,6,https://www.pisos.com/comprar/casa-sant_feliu_de_codines_centro_urbano-833671681_120600/,Profesional,106.000 , 1206-020897,225,Pisos
1,Rubí,Barcelona,4,https://www.pisos.com/comprar/casa-sant_muc_castellnou_can_mir-93422345499_513706/,Profesional,249.900 , 4513706-686-1129,471,Pisos
1,Distrito Sants-Montjuïc. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-el_poble_sec08004-91762041753_100200/,Profesional,325.000 , TC146-311704,93,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08010-92553109632_101300/,Profesional,560.000 , API72-HBSK065,95,Pisos
1,Sabadell,Barcelona,3,https://www.pisos.com/comprar/piso-ca_noriac_sant_julia_nord-93428560169_518480/,Particular,106.000 , 518480-000008,70,Pisos
2,Distrito Sant Martí. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-87557001769_511475/,Profesional,380.000 , 511475-FM1851,92,Pisos
1,Rubí,Barcelona,2,https://www.pisos.com/comprar/piso-rubi_mercat-93402157091_100200/,Profesional,228.000 , TC208-317188,93,Pisos
3,Sant Antoni de Vilamajor,Barcelona,6,https://www.pisos.com/comprar/casa-sant_antoni_de_vilamajor_centro_urbano-90095304071_100100/,Profesional,440.000 , PX75916-S4322-40112214,545,Pisos
2,Distrito Sant Martí. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sant_marti_la_verneda_la_pau08020-90838032523_100200/,Profesional,135.000 , TC158-203006,45,Pisos
2,Distrito Nord-Oest. Terrassa,Barcelona,4,https://www.pisos.com/comprar/duplex-torrent_en_pere_parres08225-89223130028_122900/,Profesional,266.000 , 1229-001739,157,Pisos
2,Martorell,Barcelona,4,https://www.pisos.com/comprar/piso-martorell_centro_urbano-84219073118_104400/,Profesional,222.000 , SA828-00304/3799,117,Pisos
2,Ripollet,Barcelona,4,https://www.pisos.com/comprar/casa-can_clos08291-772275909_117000/,Profesional,399.000 , 1170-01246,273,Pisos
1,Cerdanyola del Vallès,Barcelona,3,https://www.pisos.com/comprar/piso-cerdanyola_del_valles_sant_ramon-92590153349_109300/,Profesional,249.000 , EP461-24P2787,95,Pisos
1,Vilanova i la Geltrú,Barcelona,3,https://www.pisos.com/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-945856909578380_109700/,Profesional,125.000 , 4992607-004525,80,Pisos
1,Sabadell,Barcelona,4,https://www.pisos.com/comprar/piso-concordia_can_rull_berardo08206-92574359313_100500/,Profesional,110.000 , SA324-2281/880,98,Pisos
6,Alella,Barcelona,5,https://www.pisos.com/comprar/casa-alella_centro_urbano-92578375864_100500/,Profesional,2.800.000 , SA1393-W-023SJO/3699,465,Pisos
1,Granollers,Barcelona,2,https://www.pisos.com/comprar/piso-hostal_lledoner-90062983518_996907/,Profesional,209.000 , 996907-109987,88,Pisos
3,Mollet del Vallès,Barcelona,3,https://www.pisos.com/comprar/chalet-can_pantiquet_riera_seca-89177550016_108900/,Profesional,360.000 , XA349-27614,147,Pisos
4,Sant Vicenç de Montalt,Barcelona,5,https://www.pisos.com/comprar/chalet-sant_vicenc_de_montalt_centro_urbano-90081031904_100500/,Profesional,990.000 , SA412-3588VM,479,Pisos
2,Granollers,Barcelona,4,https://www.pisos.com/comprar/atico-instituts_ponent-93430503901_996907/,Profesional,240.000 , 996907-110036,176,Pisos
4,Sabadell,Barcelona,5,https://www.pisos.com/comprar/casa-gracia_can_feu_oest08203-90092773235_108900/,Profesional,395.000 , XA424-44037,270,Pisos
2,Sabadell,Barcelona,4,https://www.pisos.com/comprar/duplex-gracia_can_feu_oest08205-89239957279_108900/,Profesional,339.000 , XA424-70081,160,Pisos
1,Montornès del Vallès,Barcelona,4,https://www.pisos.com/comprar/piso-montornes_del_valles_centro_urbano-93412777098_108900/,Profesional,137.500 , XA186-LV11833,92,Pisos
1,Les Franqueses del Vallès,Barcelona,3,https://www.pisos.com/comprar/piso-corro_avall-89260355122_512120/,Profesional,154.000 , 4512120-000283,75,Pisos
2,Distrito Sarrià-Sant Gervasi. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/duplex-sant_gervasi_galvany08006-85927562748_101800/,Profesional,, IF6372-VB1807011B,154,Pisos
1,Sabadell,Barcelona,3,https://www.pisos.com/comprar/piso-sabadell_centre08203-92580960484_100500/,Profesional,183.000 , SA360-917/4258,92,Pisos
1,Santa Coloma de Gramenet,Barcelona,3,https://www.pisos.com/comprar/piso-riu_nord_riu_sud08921-93349379144_108500/,Profesional,197.500 , AG230-1103,80,Pisos
2,Distrito Ciutat Vella. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-el_barri_gotic08002-92501078158_101800/,Profesional,490.000 , IF7349-2670V,130,Pisos
1,Martorell,Barcelona,3,https://www.pisos.com/comprar/piso-martorell_centro_urbano-93373986600_100500/,Profesional,168.500 , SA371-5269/2536,87,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,1,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-90894629154_106200/,Profesional,440.000 , DA0-BCN16192,62,Pisos
3,Sabadell,Barcelona,4,https://www.pisos.com/comprar/casa-sabadell_centre-92509488597_342600/,Profesional,460.000 , 3426-M-3232,121,Pisos
2,Sant Quirze del Vallès,Barcelona,4,https://www.pisos.com/comprar/casa-sant_quirze_del_valles_centro_urbano-821540505_501589/,Profesional,376.000 , 501589-001597,228,Pisos
1,Rubí,Barcelona,3,https://www.pisos.com/comprar/piso-les_torres_ca_nalzamora-85867183946_107700/,Profesional,98.000 , VE33-0062-00096,68,Pisos
2,Sabadell,Barcelona,3,https://www.pisos.com/comprar/piso-el_poblenou_torre_romeu_est08202-90842499097_100500/,Profesional,157.500 , SA360-RC669-5667/4258,87,Pisos
3,Granollers,Barcelona,5,https://www.pisos.com/comprar/casa_adosada-font_verda-89192311455_515041/,Profesional,519.000 , 515041-000204,280,Pisos
2,Castelldefels,Barcelona,4,https://www.pisos.com/comprar/casa-can_bou_les_botigues_mar_i_sol-86687379123_515193/,Profesional,445.000 , 515193-CS001190EA,200,Pisos
