banos,ciudad,comunidad,habitaciones,link,particular,precio,referencia,superficie,web
3,Distrito Retiro. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/piso-retiro_estrella28007-93338894524_108900/,Profesional,595.000 , XA423-VMF1 - ESTRELLA POLAR,167,Pisos
2,Valdemanco,Madrid,4,https://www.pisos.com/comprar/casa_unifamiliar-valdemanco_centro_urbano-945856909535417_109700/,Profesional,164.900 , 4997919-000821,251,Pisos
1,Distrito Chamartín. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-90839963676_100500/,Profesional,290.000 , SA267-MAD. CHAMARTIN-PROPERIDAD_10,60,Pisos
3,Collado Mediano,Madrid,3,https://www.pisos.com/comprar/casa_unifamiliar-collado_mediano_centro_urbano-92540202564_101000/,Profesional,296.000 , AF100-1901/15,158,Pisos
3,Distrito Centro. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-centro_palacio28005-92582670131_513738/,Profesional,414.000 , 4513738-13505502,90,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-sol_barrio28012-90843467163_996615/,Profesional,440.000 , 4996615-DUQUE DE RIVAS 8,72,Pisos
1,Distrito Chamberí. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamberi_almagro28010-93426679892_512968/,Profesional,314.000 , 4512968-000004,56,Pisos
2,Las Rozas de Madrid,Madrid,3,https://www.pisos.com/comprar/piso-marazuela_el_torreon28231-9393229341_109700/,Profesional,349.900 , 4510732-14189370,101,Pisos
3,Collado Mediano,Madrid,3,https://www.pisos.com/comprar/casa_unifamiliar-collado_mediano_centro_urbano-90072917651_101800/,Profesional,399.000 ," IF75928-CHALET INDEPENDIENTE  EN VENTA EN COLLADO MEDIANO,",215,Pisos
2,Distrito Ciudad Lineal. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-ciudad_lineal_colina28033-92532741298_517100/,Particular,595.000 , 4517100-004000,158,Pisos
2,San Sebastián de los Reyes,Madrid,3,https://www.pisos.com/comprar/piso-arroyos_y_tempranales28702-90069244454_101800/,Profesional,349.000 , IF6617-588,136,Pisos
1,Distrito Moratalaz. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-moratalaz_media_legua28030-92552711768_996620/,Profesional,235.000 , 4996620-002051,85,Pisos
1,Distrito Latina. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-las_aguilas28044-93374270006_100500/,Profesional,139.000 , SA503-A208/689,68,Pisos
1,Distrito Hortaleza. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-hortaleza_canillas28043-88386985719_104400/,Profesional,179.900 , SA1158-1892/5945,74,Pisos
4,Distrito San Blas. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/chalet-rejas28022-77501860029_104400/,Profesional,930.000 , SA897-0002854/2868,360,Pisos
2,El Álamo,Madrid,5,https://www.pisos.com/comprar/chalet-el_alamo_centro_urbano-91671749705_101800/,Profesional,260.000 , IF6114-594VP,183,Pisos
3,Distrito Chamartín. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-83410957055_149200/,Profesional,1.150.000 , 1492-422566,195,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-puente_de_vallecas_entrevias28053-92591297836_997869/,Profesional,140.000 , 4997869-13372546,80,Pisos
3,Rivas-Vaciamadrid,Madrid,4,https://www.pisos.com/comprar/chalet-rivas_urbanizaciones28523-92568173271_100500/,Profesional,479.000 , SA668-14217/2328,184,Pisos
1,Móstoles,Madrid,3,https://www.pisos.com/comprar/piso-mostoles_centro-90883628707_998328/,Profesional,135.900 , 4998328-J008,72,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-puente_de_vallecas_portazgo28038-91677469732_108900/,Profesional,79.000 , XA429-VM1 - PALAMOS,48,Pisos
2,Alcorcón,Madrid,4,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa-945856909314733_109700/,Profesional,195.000 , 4993744-PLISBOA,109,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-abrantes28025-93371863380_108900/,Profesional,155.900 , XA421-VM9 - ABRANTES,71,Pisos
2,Pozuelo de Alarcón,Madrid,3,https://www.pisos.com/comprar/piso-zona_avenida_de_europa28224-88412764300_101800/,Profesional,670.000 , IF5480-AK-1595,150,Pisos
2,Los Molinos,Madrid,3,https://www.pisos.com/comprar/piso-los_molinos_centro_urbano-87516246437_104400/,Profesional,172.000 , SA603-337/1925,109,Pisos
3,Daganzo de Arriba,Madrid,3,https://www.pisos.com/comprar/chalet-daganzo_de_arriba_centro_urbano-92558555954_100500/,Profesional,315.000 , SA114-00465,194,Pisos
1,Arroyomolinos,Madrid,3,https://www.pisos.com/comprar/casa_unifamiliar-zona_europa-90902099209_100200/,Profesional,465.000 , TC523-262494,278,Pisos
4,Distrito Centro. Alcalá de Henares,Madrid,4,https://www.pisos.com/comprar/chalet-centro_casco_historico28801-945856909416595_109700/,Profesional,415.000 , 4994398-PS14263,150,Pisos
2,Distrito Chamartín. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-93363369798_105100/,Profesional,477.000 , VI2-30001438,82,Pisos
1,Distrito Ciudad Lineal. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-93371429270_108900/,Profesional,155.000 , XA449-VMF6 - ANTONIO PONZ (2),68,Pisos
3,Arroyomolinos,Madrid,4,https://www.pisos.com/comprar/chalet-arroyomolinos_castaneras-84171989993_101800/,Profesional,597.400 , IF5858-3117,270,Pisos
3,Los Molinos,Madrid,6,https://www.pisos.com/comprar/chalet-los_molinos_centro_urbano-87545636309_104400/,Profesional,420.000 , SA603-336/1925,266,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-universidad_malasana28004-92561981104_105100/,Profesional,488.000 , VI2-40000379,82,Pisos
2,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-puente_de_vallecas_portazgo28038-93346743182_108900/,Profesional,175.000 , XA429-VM1 - HUMANES,99,Pisos
3,Rivas-Vaciamadrid,Madrid,3,https://www.pisos.com/comprar/casa_pareada-rivas_urbanizaciones28523-92529375197_100500/,Profesional,460.000 , SA397-9010/1807,290,Pisos
1,Distrito Fuencarral-El Pardo. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_valverde28034-92577773997_108900/,Profesional,130.000 , XA415-VMF15 - JULIO MONTERO (2),91,Pisos
3,Sevilla la Nueva,Madrid,3,https://www.pisos.com/comprar/chalet-sevilla_la_nueva_centro_urbano-90887580251_101800/,Profesional,289.900 , IF6104-R-640,230,Pisos
2,Móstoles,Madrid,4,https://www.pisos.com/comprar/piso-norte_universidad28932-80849215392_100100/,Profesional,250.000 , PX1529-38955957-38955957,120,Pisos
2,Distrito Chamartín. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamartin_el_viso28006-91731579383_149200/,Profesional,, 1492-423252,113,Pisos
2,San Sebastián de los Reyes,Madrid,3,https://www.pisos.com/comprar/casa-san_sebastian_de_los_reyes_casco_antiguo-91714749196_997459/,Profesional,415.000 , 4997459-ARC,150,Pisos
1,Distrito San Blas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-93346849408_100500/,Profesional,182.000 , SA897-0003012/2868,69,Pisos
2,Distrito Salamanca. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-goya28001-88398505123_149200/,Profesional,925.000 , 1492-422996,93,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/chalet-puente_de_vallecas_entrevias28053-93393079831_108900/,Profesional,119.000 , XA426-VM3 - SERENA,89,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-puente_de_vallecas_portazgo28038-92559349391_109300/,Profesional,179.000 , EP349-8896,72,Pisos
1,Pinto,Madrid,2,https://www.pisos.com/comprar/piso-buenos_aires_canada_real_de_toledo_puerta_de_pinto-945856909505363_109700/,Profesional,159.000 , 4514429-12424951,75,Pisos
2,Majadahonda,Madrid,3,https://www.pisos.com/comprar/piso-golf_el_carralero28222-93386307265_102100/,Profesional,445.000 , GM8-135216,127,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-palomeras_sureste28018-92585821738_101000/,Profesional,129.000 , AF63-1416/350,77,Pisos
4,Distrito Moncloa-Aravaca. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/chalet-ciudad_universitaria28040-92557212712_107700/,Profesional,1.300.000 , VE51-0097-00029,399,Pisos
8,Arroyomolinos,Madrid,7,https://www.pisos.com/comprar/casa-zona_bulevar-85067132389_514898/,Profesional,320.000 , 4514898-VIVIENDA19,299,Pisos
4,Las Rozas de Madrid,Madrid,4,https://www.pisos.com/comprar/casa_unifamiliar-club_de_golf_molino_de_la_hoz-945856909592548_109700/,Profesional,612.000 , 4513032-CASNU-03,250,Pisos
2,San Sebastián de los Reyes,Madrid,3,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28703-91711370189_101800/,Profesional,225.000 , IF6617-610,82,Pisos
1,Coslada,Madrid,4,https://www.pisos.com/comprar/piso-el_barral_ferial-93359380882_501036/,Profesional,196.000 , 501036-010042,117,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-abrantes28025-91701193769_517235/,Profesional,199.000 , 4517235-PO0139500001,78,Pisos
1,Distrito Hortaleza. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-apostol_santiago-93426511709_101800/,Profesional,185.000 , IF6617-633,65,Pisos
1,Paracuellos de Jarama,Madrid,2,https://www.pisos.com/comprar/piso-urbanizacion_el_jarama-91728878180_512175/,Profesional,169.000 , 4512175-V655,90,Pisos
3,Valdeolmos-Alalpardo,Madrid,4,https://www.pisos.com/comprar/casa_adosada-valdeolmos-87550139323_100100/,Profesional,330.000 , PX950-JC-ALALPARDO-32520490,164,Pisos
1,Distrito Latina. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-las_aguilas28044-93382017862_100500/,Profesional,149.900 , SA503-0666/689,64,Pisos
1,Distrito Villaverde. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-90890674411_100200/,Profesional,126.000 , TC179-304643,80,Pisos
3,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-89254531052_998115/,Profesional,295.000 , 4998115-10968664,147,Pisos
3,San Lorenzo de El Escorial,Madrid,5,https://www.pisos.com/comprar/casa_pareada-abantos_monte_carmelo_el_rosario-92590144679_515036/,Profesional,299.000 , 4515036-13431119,225,Pisos
2,Arganda del Rey,Madrid,3,https://www.pisos.com/comprar/piso-el_mirador_el_grillero-88372986765_501562/,Profesional,147.000 , 501562-100000,105,Pisos
2,Manzanares el Real,Madrid,5,https://www.pisos.com/comprar/chalet-manzanares_el_real_centro_urbano-945856909518762_109700/,Profesional,270.000 , 4516901-RIOMANZANAR,241,Pisos
1,Torrejón de Ardoz,Madrid,2,https://www.pisos.com/comprar/piso-zona_noreste-93337872237_515335/,Profesional,160.000 , 4515335-000002,75,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-numancia28038-92568402884_518028/,Profesional,118.000 , 4518028-VALL007,70,Pisos
2,Villalbilla,Madrid,3,https://www.pisos.com/comprar/piso-villalbilla_centro_urbano-8381465297_109700/,Profesional,206.900 , 4990308-12541504,125,Pisos
11,El Molar,Madrid,,https://www.pisos.com/comprar/finca_rustica-el_molar_el_molar-92545501064_197600/,Profesional,19.900 , 1976-002463,1,Pisos
2,Arganda del Rey,Madrid,4,https://www.pisos.com/comprar/piso-arganda_del_rey_centro_urbano-6470626485_109700/,Profesional,209.000 , 4511216-9761311,136,Pisos
3,San Martín de la Vega,Madrid,3,https://www.pisos.com/comprar/chalet-san_martin_de_la_vega_centro_urbano-85087017588_101600/,Profesional,235.000 , IF6185-1082,211,Pisos
2,Fuenlabrada,Madrid,3,https://www.pisos.com/comprar/piso-vivero_hospital_universidad-853247700_500185/,Profesional,259.000 , 500185-06828,86,Pisos
1,El Molar,Madrid,1,https://www.pisos.com/comprar/casa-el_molar_el_molar-89232772557_197600/,Profesional,70.000 , 1976-006239,35,Pisos
1,Villaviciosa de Odón,Madrid,3,https://www.pisos.com/comprar/piso-villaviciosa_de_odon_centro-89201498547_998429/,Profesional,224.000 , 4998429-P20212,50,Pisos
2,Distrito San Blas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-san_blas_rosas28022-90871407994_101800/,Profesional,365.000 , IF6617-599,97,Pisos
2,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-palomeras_sureste28031-89221995712_104400/,Profesional,275.000 , SA1160-VTA-00280/5540,113,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/atico-universidad_malasana28004-90895628279_100200/,Profesional,260.000 , TC275-306079,46,Pisos
2,Valdemoro,Madrid,3,https://www.pisos.com/comprar/piso-valdemoro_hospital28342-9103001099_109700/,Profesional,220.000 , 4517925-13960041,99,Pisos
2,Distrito Vicálvaro. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/duplex-casco_historico_de_vicalvaro-75854109670_106000/,Profesional,251.500 , NI101-167,110,Pisos
1,Distrito Latina. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-latina_carmenes28011-92585227475_100200/,Profesional,220.000 , TC8-314124,88,Pisos
2,Torrejón de Ardoz,Madrid,4,https://www.pisos.com/comprar/piso-zona_sureste-93374329585_100500/,Profesional,167.260 , SA1158-1808/5945,112,Pisos
1,Distrito Tetuán. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-tetuan_almenara28029-92515652024_518469/,Particular,230.000 , 4518469-OPORTUNIDAD,90,Pisos
2,Villaviciosa de Odón,Madrid,4,https://www.pisos.com/comprar/chalet_adosado-villaviciosa_de_odon_centro-91693790644_510857/,Profesional,435.086 , 4510857-018495,200,Pisos
3,Sevilla la Nueva,Madrid,3,https://www.pisos.com/comprar/casa_adosada-sevilla_la_nueva_centro_urbano-90918409597_106000/,Profesional,260.000 , NI178-11,190,Pisos
1,Las Rozas de Madrid,Madrid,2,https://www.pisos.com/comprar/piso-pinar_punta_galea-91716448816_998956/,Profesional,260.000 , 4998956-RP535,65,Pisos
2,Distrito Ensanche-Espartales. Alcalá de Henares,Madrid,3,https://www.pisos.com/comprar/piso-espartales28806-7572978967_109700/,Profesional,223.041 , 4992497-11455365,112,Pisos
1,Coslada,Madrid,3,https://www.pisos.com/comprar/piso-coslada_casco_antiguo28821-90848700044_100200/,Profesional,127.000 , TC546-310925,75,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-numancia28038-92574675081_101000/,Profesional,145.000 , AF110-1908/5,67,Pisos
1,Distrito Latina. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-las_aguilas28044-91740057612_100500/,Profesional,137.900 , SA503-A195/689,70,Pisos
1,Móstoles,Madrid,3,https://www.pisos.com/comprar/piso-mostoles_oeste28934-91688156194_100500/,Profesional,179.900 , SA503-0648/689,87,Pisos
1,Colmenar Viejo,Madrid,2,https://www.pisos.com/comprar/atico-el_olivar_la_magdalena-92550041455_101800/,Particular,172.500 , IF6745-325,65,Pisos
4,Distrito Fuencarral-El Pardo. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/atico-penagrande28035-945856908161169_109700/,Profesional,1.590.000 , 4992528-000148,500,Pisos
3,Arroyomolinos,Madrid,5,https://www.pisos.com/comprar/casa-zona_bulevar-85017539075_514898/,Profesional,320.000 , 4514898-VIVIENDAS 15Y16,299,Pisos
2,Distrito Chorrillo-Garena. Alcalá de Henares,Madrid,2,https://www.pisos.com/comprar/piso-garena28806-86757797222_109700/,Profesional,146.000 , SRB1-13480_1,85,Pisos
2,Distrito Hortaleza. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-sanchinarro28050-90889588125_100100/,Profesional,465.000 , PX1160-3447-00622-83794043,137,Pisos
2,Distrito Reyes Católicos. Alcalá de Henares,Madrid,4,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28806-8876289844_109700/,Profesional,357.700 , -13384441,160,Pisos
2,Torrejón de Ardoz,Madrid,3,https://www.pisos.com/comprar/piso-zona_noreste-87544517064_104400/,Profesional,227.260 , SA1158-1869/5945,97,Pisos
1,Fuenlabrada,Madrid,3,https://www.pisos.com/comprar/piso-naranjo_la_serna-93360652183_515111/,Profesional,129.900 , 4515111-120420192,80,Pisos
2,Arganda del Rey,Madrid,4,https://www.pisos.com/comprar/casa-arganda_del_rey_centro-89181520527_104400/,Profesional,185.000 , SA755-2518-2/2874,206,Pisos
2,Valdemoro,Madrid,3,https://www.pisos.com/comprar/piso-valdemoro_centro28341-90932494227_108900/,Profesional,240.000 , XA60-GC- DUQUE17,111,Pisos
1,Algete,Madrid,3,https://www.pisos.com/comprar/piso-algete_centro_urbano-91676014945_455400/,Profesional,175.000 , 44554-001382,105,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-92599798410_100200/,Profesional,129.900 , TC472-313453,82,Pisos
2,Torrejón de Ardoz,Madrid,3,https://www.pisos.com/comprar/atico-zona_suroeste-89232993412_104400/,Profesional,259.900 , SA1158-TORREJON007/5945,180,Pisos
4,Torrelodones,Madrid,5,https://www.pisos.com/comprar/casa_unifamiliar-la_berzosilla-86730563807_101800/,Profesional,538.000 , IF5521-3489-T,276,Pisos
3,Valdemoro,Madrid,4,https://www.pisos.com/comprar/casa_adosada-el_reston-90919846791_100500/,Profesional,247.000 , SA820-3966D/2372,270,Pisos
4,Sevilla la Nueva,Madrid,6,https://www.pisos.com/comprar/chalet-sevilla_la_nueva_centro_urbano-85049780040_106000/,Profesional,350.000 , NI178-MSLN-158,421,Pisos
1,Distrito Reyes Católicos. Alcalá de Henares,Madrid,3,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-90890496237_271200/,Profesional,111.000 , 2712-002668,74,Pisos
3,Manzanares el Real,Madrid,2,https://www.pisos.com/comprar/duplex-manzanares_el_real_centro_urbano-84219689542_101800/,Profesional,157.000 , IF6727-AS3556,90,Pisos
1,Distrito Arganzuela. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-legazpi_barrio28045-92541448953_101800/,Profesional,199.000 , IF7411-29_19,45,Pisos
1,Collado Villalba,Madrid,2,https://www.pisos.com/comprar/duplex-villalba_estacion-89243913340_992271/,Profesional,155.000 , 4992271-001055,80,Pisos
3,Meco,Madrid,4,https://www.pisos.com/comprar/chalet_adosado-meco_centro_urbano-90867408337_995907/,Profesional,258.000 , 4995907-M34A.19-3-5,162,Pisos
4,Valdemoro,Madrid,4,https://www.pisos.com/comprar/atico-valdemoro_hospital28342-92510712605_100500/,Profesional,348.000 , SA820-3913B/2372,170,Pisos
1,Distrito Hortaleza. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-pinar_del_rey28033-92520506895_101800/,Profesional,245.000 , IF6955-01-SANTA SUSANA 3 DORMITORIOS,76,Pisos
3,Daganzo de Arriba,Madrid,4,https://www.pisos.com/comprar/casa_adosada-daganzo_de_arriba_centro_urbano-92529687874_100100/,Profesional,280.600 , PX1037-EP-01650-84468059,266,Pisos
2,Distrito Chamartín. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-91740358945_100500/,Profesional,590.000 , SA577-1-840/1569,107,Pisos
1,Distrito Villa de Vallecas. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-91759597972_108900/,Profesional,148.400 , XA427-VM5 - SIERRA DE MIRA,69,Pisos
2,Distrito Salamanca. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-goya28001-93422787124_149200/,Profesional,998.000 , 1492-423358,139,Pisos
2,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/atico-palomeras_sureste28031-92515040039_109300/,Profesional,295.000 , EP349-12200,74,Pisos
3,Cobeña,Madrid,6,https://www.pisos.com/comprar/casa_pareada-cobena_centro_urbano-91698531548_455400/,Profesional,385.000 , 44554-002927,279,Pisos
3,Rivas-Vaciamadrid,Madrid,3,https://www.pisos.com/comprar/casa-rivas_urbanizaciones28523-89217770825_100800/,Profesional,288.000 , SA397-PR 170/1807,217,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-palomeras_bajas28018-92576546511_109300/,Profesional,136.500 , EP349-12487,50,Pisos
1,Distrito Carabanchel. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-abrantes28025-93420997899_997935/,Profesional,119.500 , 4997935-V2-2187,58,Pisos
1,Distrito Centro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/apartamento-centro_embajadores_lavapies28012-93384489193_100500/,Profesional,170.000 , SA1332-00423412/2854,47,Pisos
3,Meco,Madrid,3,https://www.pisos.com/comprar/chalet_adosado-meco_centro_urbano-89218609926_995907/,Profesional,188.000 , 4995907-ADOSADOS MECO,130,Pisos
1,Getafe,Madrid,3,https://www.pisos.com/comprar/piso-san_isidro_distrito-91741949380_998331/,Profesional,149.000 , 4998331-13385102,72,Pisos
3,Distrito Ensanche-Espartales. Alcalá de Henares,Madrid,3,https://www.pisos.com/comprar/chalet-ensanche_espartales_ensanche28806-92517492331_271200/,Profesional,399.990 , 2712-002686,188,Pisos
1,Fuenlabrada,Madrid,3,https://www.pisos.com/comprar/piso-avanzada_la_cueva28945-92515728989_101800/,Profesional,156.000 , IF5861-340,85,Pisos
2,Distrito Fuencarral-El Pardo. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_la_paz28029-945856909566871_109700/,Profesional,370.000 , 4995797-002254,113,Pisos
1,Distrito Retiro. Madrid Capital,Madrid,1,https://www.pisos.com/comprar/piso-ibiza28009-93426476345_100500/,Profesional,320.000 , SA577-1-858/1569,40,Pisos
2,Sevilla la Nueva,Madrid,3,https://www.pisos.com/comprar/duplex-sevilla_la_nueva_centro_urbano-93351579334_101800/,Profesional,178.900 , IF6104-R-652,135,Pisos
1,Arroyomolinos,Madrid,4,https://www.pisos.com/comprar/casa_pareada-zona_europa-90916009307_100200/,Profesional,385.000 , TC523-263385,251,Pisos
1,Distrito Villaverde. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-93338542438_108900/,Profesional,119.000 , XA428-VM12 - GILENA (2),67,Pisos
3,Manzanares el Real,Madrid,3,https://www.pisos.com/comprar/chalet-manzanares_el_real_centro_urbano-91670698401_101800/,Profesional,350.000 , IF6727-AS5230,200,Pisos
1,Distrito Arganzuela. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-palos_de_moguer28045-91672948597_105100/,Profesional,379.000 , VI2-40000361,89,Pisos
1,Distrito Puente de Vallecas. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-palomeras_bajas28018-93360809320_109300/,Profesional,113.500 , EP349-12498,49,Pisos
1,Distrito Villaverde. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-91702364750_108900/,Profesional,118.000 , XA428-VM12 - GILENA,79,Pisos
4,Distrito Salamanca. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-lista_barrio28006-90878439463_108900/,Profesional,1.595.000 , XA431-VM0 - GENERAL PARDIÑAS,274,Pisos
1,Leganés,Madrid,3,https://www.pisos.com/comprar/piso-leganes_centro-93406449847_993816/,Profesional,126.000 , 4993816-003141,80,Pisos
3,Distrito Fuencarral-El Pardo. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_la_paz28029-945856909580972_109700/,Profesional,680.000 , 4995797-002271,160,Pisos
3,Arroyomolinos,Madrid,4,https://www.pisos.com/comprar/casa_adosada-zona_bulevar-92540076005_188500/,Profesional,265.000 , 41885-D-21,196,Pisos
1,Distrito Tetuán. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-valdeacederas28039-92594026150_100500/,Profesional,230.000 , SA397-7170/1807,72,Pisos
1,Distrito Chamberí. Madrid Capital,Madrid,5,https://www.pisos.com/comprar/atico-gaztambide28015-80885015936_105100/,Profesional,949.000 , VI2-10006257,131,Pisos
2,Torrejón de Ardoz,Madrid,3,https://www.pisos.com/comprar/piso-zona_noreste-90873272474_100500/,Profesional,169.900 , SA555-1801852/1670,110,Pisos
2,Distrito Salamanca. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-fuente_del_berro28028-88396535652_104400/,Profesional,740.000 , SA577-1-782/1569,150,Pisos
2,Distrito Puente de Vallecas. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-palomeras_sureste28018-92559291412_108900/,Profesional,170.000 , XA414-VM2 - ANGELILLO,102,Pisos
5,Distrito Chamberí. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-chamberi_almagro28010-78382575326_149200/,Profesional,2.390.000 , 1492-422222,322,Pisos
2,Distrito Moratalaz. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-marroquina28030-92559728926_100500/,Profesional,300.000 , SA1081-IT00948/4397,94,Pisos
4,Daganzo de Arriba,Madrid,3,https://www.pisos.com/comprar/casa_adosada-daganzo_de_arriba_centro_urbano-91710833556_100500/,Profesional,210.000 , SA114-00451,115,Pisos
1,Rivas-Vaciamadrid,Madrid,2,https://www.pisos.com/comprar/piso-rivas_vaciamadrid_centro-91696258221_998861/,Profesional,123.000 , 4998861-008409,81,Pisos
3,Distrito Salamanca. Madrid Capital,Madrid,4,https://www.pisos.com/comprar/piso-goya28009-92565001016_105100/,Profesional,1.399.000 , VI2-40000387,232,Pisos
2,Distrito Chamartín. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-chamartin_el_viso28002-88390453491_105100/,Profesional,717.000 , VI2-10006679,106,Pisos
2,Distrito Ciudad Lineal. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-ventas28017-93393471884_993362/,Profesional,236.000 , 4993362-040524,83,Pisos
1,Distrito Ciudad Lineal. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-92519655450_108900/,Profesional,129.000 , XA449-VMF6 - MAZO,70,Pisos
3,Galapagar,Madrid,5,https://www.pisos.com/comprar/chalet-zona_club_deportivo_galapagar_los_almendros-945856909527843_109700/,Profesional,352.000 , 4510261-HERRADURA,258,Pisos
1,Distrito Ciudad Lineal. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-ventas28017-93355566402_993362/,Profesional,185.000 , 4993362-039364,70,Pisos
1,Distrito Retiro. Madrid Capital,Madrid,2,https://www.pisos.com/comprar/piso-ibiza28009-90058544415_104400/,Profesional,395.000 , SA577-1-799/1569,93,Pisos
3,Casarrubuelos,Madrid,4,https://www.pisos.com/comprar/duplex-casarrubuelos_centro_urbano-86704490650_995801/,Profesional,165.000 , 4995801-000862,166,Pisos
1,Distrito Salamanca. Madrid Capital,Madrid,3,https://www.pisos.com/comprar/piso-goya28001-92514875523_105100/,Profesional,548.500 , VI2-10006787,93,Pisos
